,Q1_Q1,Q1_Q2,Q1_Q3,Q2_Q1,Q2_Q2,Q2_Q3,Q3_Q1,Q3_Q2,Q3_Q3
1972-10-01,0.02382276907862459,-0.001112033158588046,-0.032968643072016024,-0.017270599137687043,0.006523443672632108,0.006932707684636887,0.01929859160350313,0.022736218535212484,0.015240206205956706
1972-11-01,0.057528093729353906,0.06530710300004668,0.12216588801557425,0.04667370797322171,0.07140951421314189,0.07925647469993705,0.021320976481295682,0.06609297563547585,0.0795081521135958
1972-12-01,0.012254053021998645,-0.007800420012360307,-0.015423901928409813,0.006362099384847528,-0.008738548109601691,-0.011725967099884728,0.033876401032489525,0.019839892430009658,-0.02090296260632709
1973-01-01,-0.08223824325536061,-0.08605245744267509,-0.0663851613855015,0.016454853723529943,-0.0601308120991745,-0.04069762458636839,0.0010673216110170724,-0.02133521853841691,-0.017787282485914675
1973-02-01,-0.043352599304697106,-0.0472361800215347,-0.06722679812941465,-0.03250388084947813,-0.03435217903421949,-0.06148425464873161,-0.029765338916401814,-0.030103194638010186,-0.050009127537529396
1973-03-01,-0.002102855929834315,-0.05197878815767776,-0.016677536685956725,-0.027738159455576276,-0.02333159243233497,-0.007154670866402155,0.01024258037708553,-0.0007839321281579415,0.002738526234042064
1973-04-01,-0.062444859735569055,-0.1066215481851339,-0.09206588777647413,-0.04434481721106019,-0.03585065870203491,-0.05963683483417795,-0.03386306817849665,-0.04019851406454003,-0.04412054184741075
1973-05-01,-0.04485769309392067,-0.051716249157339765,-0.09321546372687675,-0.0028509905062878383,-0.0404689135384816,-0.041226772621354615,-0.014132237896491593,-0.0007085959684183102,-0.01657822798016886
1973-06-01,-0.05207652316034695,-0.04639734088649207,-0.08501790050760077,-0.01647014377085408,-0.01444090466029151,-0.022664406346734528,0.006048157678167607,-0.0046542959080217005,-0.006974332687069735
1973-07-01,0.11630334694694182,0.08470284260381225,0.13604994689559058,0.05633247477550378,0.06152233115502671,0.07215211683713599,0.033772992560811156,-0.0046039123999385865,0.03716629516755181
1973-08-01,-0.01973495327060648,-0.025911690872880346,-0.04262904284118209,-0.03087904136501811,-0.013985398429363131,-0.008547031587901356,-0.04516652901911196,-0.028986589472864567,-0.03463258820569398
1973-09-01,0.12953269358127156,0.0813212660214786,0.1198922456379716,0.0774925312714988,0.08403652874330109,0.1093507923712327,-0.005418955202389305,0.06728380198988389,0.05716472121335546
1973-10-01,-0.010705309773117892,0.0017804244219064317,-0.02440790981021288,0.0031208517318546325,0.017435592894359156,0.018173470361879947,0.012457308225600237,-0.03148048609831041,-0.025140806177154754
1973-11-01,-0.129278535198754,-0.20353260036083792,-0.18074412363134673,-0.11256255147648134,-0.11879674738716989,-0.12318106323263825,-0.09646439488864139,-0.05952861714025027,-0.136350789160959
1973-12-01,0.0005555941378164045,0.016560384541955058,-0.009123222132374932,0.019672248737309574,0.044602156825234204,0.03373610673736218,0.0005216325299322458,0.056073626978036736,0.05188632402142916
1974-01-01,0.034211076261963416,0.08653449615664532,0.053051276317853,0.0013165169721394386,0.02711119231863482,0.039621224309115494,-0.02815130123325127,-0.014768324046759877,0.007197690525153112
1974-02-01,0.019968248264764284,0.04436564575803748,0.03135628179354537,-0.011277568385785308,0.014736788196424,0.03806745019534446,-0.01926128685574493,0.015558233927585555,0.02013393944170528
1974-03-01,-0.034481843378813576,-0.03320736762795349,-0.01277123435980835,-0.02484200421468278,-0.02373942199094583,-0.00971739167357057,-0.02052691488890481,-0.034319055910207265,-0.04080375026179728
1974-04-01,-0.03558938766205548,-0.04223663287919183,-0.03553782357651264,-0.023326145104553334,-0.03188610826869478,-0.021425224478524615,-0.04478243795707945,-0.04377817341650368,-0.07248853454723056
1974-05-01,-0.038439804551700936,-0.05591425688424601,-0.04545894317864568,-0.04022108823727947,-0.01767866442128274,-0.00686302338630535,-0.021567299960554284,-0.02432683854507749,-0.07557348233570033
1974-06-01,-0.02645299772337155,-0.04682671809184043,-0.0322746180611885,-0.009254618788100827,-0.004349495190273752,-0.029651159475757874,-0.012373837377643835,-0.00405228416910527,-0.04332792844274663
1974-07-01,-0.04474600167696956,-0.039390433309794325,-0.05990745135051262,-0.09233392740957191,-0.027385060231129937,-0.057348912508390054,-0.09779094093865388,-0.07822672102704387,-0.08312298273934106
1974-08-01,-0.0811193408163463,-0.07153844240896587,-0.04700956177116638,-0.09483386883032072,-0.0909394431961372,-0.05565967244493876,-0.07365415485609692,-0.10445188794781117,-0.08205013555204446
1974-09-01,-0.12964772522810572,-0.09415807270458804,-0.06718370649265501,-0.11371297247099073,-0.07946403501808298,-0.08688219989819354,-0.14134239138567764,-0.09843922817613028,-0.055928899228403925
1974-10-01,0.17759401360402774,0.0920959306098828,0.15066360877696486,0.22288433031126992,0.08899886425828549,0.14907961783328905,0.21371069108657367,0.10160151439505005,0.09859933363788964
1974-11-01,-0.03592410864691599,-0.015968220443446618,-0.08458471965013108,-0.05672017198510091,-0.028565417155258885,-0.03756700883163732,-0.04934588160304864,-0.052681997620908624,-0.031166701338661437
1974-12-01,-0.028677353755999786,-0.013649505542714893,-0.016445463197772205,-0.03942406700043307,-0.014902625390511643,-0.040241416933633346,-0.018708988320323694,-0.01041292252584301,-0.0016629320260717157
1975-01-01,0.12124386028731296,0.229786280202703,0.32098505219995777,0.08859960383005555,0.16255505321634314,0.25360557556407637,0.09226371008573624,0.21686644535925304,0.21678861015936632
1975-02-01,0.0686583036630217,0.021050437746759194,0.020434281371118274,0.0723237749269829,0.026709543073181047,0.03098080839272819,0.11290055144928302,0.03832439000481476,0.006755818043837788
1975-03-01,0.08701786602063191,0.08326688182562585,0.16603892762219938,0.05495701161479005,0.01489423900454941,0.037084693410133936,0.0028521413350208052,-0.008143883296821199,0.04909666330405876
1975-04-01,0.08054220410458694,0.03645328272195983,0.09065659569670333,0.06227473845513298,0.020306791350534547,0.06472317457176752,0.06270063436744724,0.022938739408928384,0.04931093987593515
1975-05-01,0.061621857612510086,0.04484947415795809,0.048352069517817044,0.02598420057281811,0.04443854939537795,0.06348165560061132,0.05658187134529471,0.06318292383266907,0.029701829811678224
1975-06-01,0.06370734577069567,0.06211752153157959,0.0655291415915172,0.04244507254941002,0.08251445997320303,0.08829153335917438,0.020996783752463475,0.04200821145781845,0.08219629189231778
1975-07-01,-0.08680561751848759,-0.04986898715287939,-0.06373139148603457,-0.06774292057103387,-0.042664452652067274,-0.03730295275876517,-0.08821627758268628,-0.051318324101262525,-0.04669116976898875
1975-08-01,-0.019677191880126736,-0.020421491613230397,-0.05096562915175769,-0.01224621920814873,0.00306997385390675,-0.005747661684555495,-0.029182373926096277,-0.001143028382796193,-0.011339173244270096
1975-09-01,-0.03650629408650124,-0.03819806521132836,-0.05440057373600622,-0.05128888595589049,-0.03619790001623104,-0.022026895991076795,-0.03151041930426568,-0.037754097691822495,-0.016456951525079675
1975-10-01,0.08494374392813174,0.10329955750072028,0.07543349737777952,0.07594927268257513,0.061716251707967705,0.07091541637883701,0.05730953737313479,0.06474699097840347,0.07420010390868427
1975-11-01,0.03766366519505739,0.07343173883135636,0.06136029792997507,0.011061123849442533,0.04506290647016276,0.022474793289413666,0.028573207316546372,0.0276264705379126,0.020818316700019438
1975-12-01,-0.03107108446708189,0.0001461437796091234,-0.004132161377288999,-0.019038153859673813,-0.02711625734139762,-0.0015963870519448975,-0.01847646394564835,0.0007556105758857222,0.011216672069345651
1976-01-01,0.11732924086118084,0.1970298993175797,0.20543643246082274,0.15497176752918193,0.12439406654870228,0.13175351463865095,0.08249786928057412,0.11472078431617855,0.14645581616453315
1976-02-01,0.009550103701109751,0.04930220793293649,0.08384259222303299,0.0011582965372537017,0.0010797014212548376,0.010525551943774204,-0.03774091691207447,0.006660947483545912,0.013685260660000809
1976-03-01,0.012156329096949671,0.006344815071533637,0.022226235318941016,-0.005000191969563744,0.032813225403135304,0.009258573299586858,0.058968960178748725,0.0330812978836791,0.03939089456400674
1976-04-01,-0.02593037727878104,-0.02905642858202551,-0.023055421985220623,-0.001329171310582463,-0.008720554104617688,0.010818680773454988,-0.024421320915044537,0.005274197403396185,0.01077633328377645
1976-05-01,-0.019920606673532112,-0.014566360008539352,-0.0355108927955501,-0.019834374077324683,-0.021223622236062348,-0.01719673407773683,0.014942803515847132,-0.01127601586999428,-0.023316671096637397
1976-06-01,0.050921530236619814,0.07304682078102108,0.05482656897823461,0.027940905174940515,0.04097920873889984,0.04492919303753637,0.04937184538307705,0.030940655767878703,0.027342030455867944
1976-07-01,-0.013704130834285105,-0.004049454534227887,0.009509499546990836,-0.006964931560232187,-0.027420497155253295,-0.0012530539032480918,-0.014643267751372313,-0.0034252471699933434,-0.002432710346834857
1976-08-01,0.00765780087246895,0.003975620288537484,-0.018491222478722064,-0.01943679239208974,0.0031919125025604038,-0.012537333417900708,0.0025329048645175503,0.015261588845284117,0.0046341493275295865
1976-09-01,0.01204112573573576,0.005766048724977155,0.009126985401375538,0.011353680900148468,0.01206162534588405,0.021884127723782582,0.033607540195322534,0.022409052817932717,0.05037192346773239
1976-10-01,-0.03546833913834308,-0.0429752937660339,0.000736808257372391,-0.021348501248925015,-0.021338632910171334,-0.02884995864366065,-0.03360627946832832,-0.004542273797645598,-0.010993160866424899
1976-11-01,0.011105859081590204,0.02856817412699036,0.021581188218906935,-0.02829479878340639,0.014746159403785927,0.023002370328164323,-0.017616605888614363,0.022769341944586487,0.002435365629481168
1976-12-01,0.044257640735576406,0.056125846207136273,0.08055676724857157,0.03145678949028524,0.05213253800117426,0.06848438307715586,0.04825589562010174,0.04552293319101894,0.08696500140666083
1977-01-01,-0.07992059089813253,-0.048051894647110745,-0.00713302384798531,-0.06962617324966103,-0.01938147750604739,-0.0064937600302567575,-0.06297463204997036,-0.014061558194281686,-0.03529970884177139
1977-02-01,-0.02045508734394165,-0.014150583911303243,-0.02383244014976778,-0.007704702282372409,-0.020866048959287297,-0.024531138894497127,-0.018684539168156176,-0.009867768269900452,-0.02640174330809273
1977-03-01,-0.013930791339397336,0.0031371209173796668,0.006769485391057994,-0.020467394092474542,-0.022130550219733956,0.012522253237639376,-0.012711694489514301,-0.011368937794993424,-0.027131585148123145
1977-04-01,-0.00047320333399280927,0.016743138161106626,0.02161043914281864,-0.03759536075435176,-0.002658042269347483,0.032991526889945444,0.004040073260825339,0.007131477714892346,0.022305679391778205
1977-05-01,-0.011026561931050656,-0.0220855455954514,-0.029464878663464193,-0.04422629549428927,-0.035196094934170336,-0.021569476726515102,-0.014985280454762545,0.007771870228209273,-0.005090752429197445
1977-06-01,0.06206232662220981,0.043322107591173595,0.06510059539293268,0.047978808746482124,0.030352127438111904,0.03736887344902852,0.06512658208055741,0.023196661021278923,0.0379410864300911
1977-07-01,-0.011217238781030672,-0.023885763711460242,-0.017557262336381513,-0.019957377372254722,-0.0010295858942568912,-0.028688217308485347,-0.03389256084072248,-0.015637124868059675,-0.019378462233479464
1977-08-01,-0.0016861588978618414,-0.0032711883865279828,-0.026679015674239148,0.001323008661982269,-0.022797266199661603,-0.016212504521498725,-0.023443511122695403,-0.03311878886295363,-0.019372505310468493
1977-09-01,-0.008097801592983903,-0.013139429918977584,0.014178175519744289,-0.018121555196314393,-0.006868221279563194,-0.032442001744059284,-0.004085722908606917,0.01881563800535,0.018130318118264578
1977-10-01,-0.04720569288320411,-0.0341958909512268,-0.04642190684408497,-0.04782909590450971,-0.0458489350158456,-0.047954463052050984,-0.04069345822142414,-0.04495544619372864,-0.03774987626852638
1977-11-01,0.06041779353291942,0.05921599909210199,0.06963475614569159,0.02398910762753426,0.021273645753855687,0.038153712993946376,0.03972414159469644,0.022957421586376578,0.019863286483515426
1977-12-01,-0.006415492384372594,-0.009559408171506491,-0.0036278483488588658,0.0033219236514130442,-0.016327670838226532,0.0038257454875196394,0.010274173422251127,0.0228092122252612,-0.006991594440966654
1978-01-01,-0.06580404179977557,-0.0665897248610674,-0.03638961254816527,-0.0825502814717613,-0.07205473374771247,-0.062094278953211776,-0.06454788084907888,-0.05257758440325484,-0.046338007184725985
1978-02-01,-0.03362359458941754,-0.023923511349364674,-0.018235040919832413,-0.03774917102640072,-0.022913148710173116,-0.03029275254124317,-0.032164158141165286,0.0147299797560514,-0.015779638544748405
1978-03-01,0.03675808862757607,0.05097166998477018,0.040163724504320444,0.018824795741232945,0.03916911073674399,0.07442878772108626,-0.004179033448198236,0.025020492543706384,0.018434936224115003
1978-04-01,0.1335613171575407,0.11252562275209047,0.09916641568753803,0.10217039869576192,0.0861342381472157,0.07316661595049129,0.09526529099320137,0.03984234542991624,0.08415529537779035
1978-05-01,0.014126063487236218,0.04379716326219421,0.046757693602006295,0.028703704864676653,-0.0010228404900730946,0.04284843441993215,0.005807224513903116,-0.01580902247753216,0.029599339034825332
1978-06-01,-0.01980061922297803,-0.02348516775358144,-0.0494362206954721,-0.018251187976126203,-0.028740667855115323,-0.029920579390299643,-0.016904466149358307,-0.01848643103335964,-0.019896913117894002
1978-07-01,0.09007489608062251,0.07505040626865189,0.0774090786222189,0.07686659784231865,0.04768971635806051,0.0718637617874763,0.0372962213015184,0.01893564209950833,0.03552712879761255
1978-08-01,0.02741140054938613,0.05027416242240294,0.07487050098509614,0.02833138644178909,0.033406251795229915,0.032712532951161645,0.021125073647129945,0.028877207502435658,0.04028332469472763
1978-09-01,-0.020104577980803943,-0.03927817124958516,0.003095737978911801,-0.0389626632813944,-0.0034409378714223855,0.00011267548953765565,0.0071898928723809945,0.00959290865363887,0.030365672099486294
1978-10-01,-0.10602305637968308,-0.1410704321864221,-0.17683659749948522,-0.07785050268145405,-0.10246743286498125,-0.11031234446818312,-0.08346066637464138,-0.06472242347578945,-0.1127850676676925
1978-11-01,0.020138686919679842,0.042009450628596845,0.05258864455679609,0.02566597200719542,0.02922477262888152,-0.0003127376818594513,0.031260574828731534,0.012796339194154021,0.0010334955449320306
1978-12-01,-0.005790573252529061,0.012121262271355017,-0.0028327729251704983,0.012123733296743417,-0.006631273193304827,-0.0037225900007286095,0.038738184113217784,-0.006635760806891712,-0.0019276308113648387
1979-01-01,0.07100695681566206,0.04963800740744892,0.10394871115251479,0.03596864092502944,0.06269139433804904,0.09313133006218398,0.010825710189648825,0.039962836221328596,0.05529831062047193
1979-02-01,-0.06906783652630193,-0.033346637181583566,-0.06151688097048758,-0.04147806309028853,-0.03722728335334666,-0.02957421803844055,-0.03246533090502689,-0.02071732289876422,-0.018261246129951746
1979-03-01,0.06948709934497536,0.07101186893692543,0.11079993074953685,0.061749135674082634,0.06885109305506007,0.07984743750762922,0.030566166745015753,0.04417045779444834,0.04938125836544102
1979-04-01,-0.0194930049202658,-0.0038485099383047837,0.0306814217862107,0.001843656132825111,0.011421188521939383,-0.001160112382183805,-0.011013633678950379,0.007930432111468187,0.008038652430261709
1979-05-01,-0.03640403117625627,-0.035505926933846084,-0.07800179841021052,-0.025336076712066904,-0.01889944535701721,-0.018734673788714816,-0.019939254141079957,-0.03865929025084238,-0.004913337523327689
1979-06-01,0.04437453088767751,0.05727653297310417,0.05554545749262757,0.018140829178954068,0.06762586301388854,0.060782241070489074,0.007399661366021083,0.05284223906628385,0.04164314887239695
1979-07-01,0.020001903343656716,0.023979354072485984,0.04612133625303698,0.003868125538044954,0.024608878952300538,0.02525495940838697,-0.012706581894399879,0.01651360787998294,0.005721000902525636
1979-08-01,0.05465587624031542,0.06216391492388726,0.11617195410683132,0.06773338674319172,0.07972629631935885,0.059495671731029764,0.04521878742051362,0.03919614617079467,0.0666143184005527
1979-09-01,-0.0005073722554749848,0.0029202064569165825,0.00029497217175683196,-0.013349927567208493,0.012510512325190353,-0.004286458750543981,-0.01722223706720299,0.028309445773804412,-0.0015387145308543397
1979-10-01,-0.10129453505645204,-0.09381398448147649,-0.10272608287490559,-0.07973311696108902,-0.05507078824282413,-0.11395795406257644,-0.058771018633591646,-0.06053066839010714,-0.06134068696324368
1979-11-01,0.06736690083879242,0.06373010241623506,0.10398986627679374,0.03264899952360284,0.03155105145497106,0.06600884068791978,0.0431308845797015,0.03452504688057583,0.03896127613293735
1979-12-01,0.04750914150678255,0.05630440483485833,0.10557655487619946,0.003636048436846496,0.03328828438504654,0.04688603406492909,-0.007849687814300529,0.001547517156383774,0.01595117539337291
1980-01-01,0.08439242379451331,0.13052297441432242,0.15634376882634254,0.04387027974692108,0.05246892646267865,0.0955622000252104,0.04925779091677037,0.06700855516531032,0.05489783905668089
1980-02-01,-0.02468420510306206,-0.017216689071093975,-0.010502902179132528,-0.018420209040971636,-0.05298561498865817,-0.036820153778955304,0.04262433740187495,0.03154552883649661,-0.02826168726214908
1980-03-01,-0.13805844064620962,-0.12275166006541297,-0.17373383155463487,-0.12736751245832267,-0.061548416731608005,-0.06209455122896069,-0.11740959964937223,-0.05740200417994966,-0.03954167110650177
1980-04-01,0.011276989538723959,0.032257260852700156,0.019554384709614812,0.024024997153247886,0.024573816486906562,0.040158832573185116,0.034340751077414015,0.04546646687031554,0.059386079873573375
1980-05-01,0.049389378094847586,0.08442909922719179,0.08651741433060638,0.03779924308929493,0.06915415354383705,0.06837058524110202,0.035353798725484234,0.06310162445231189,0.055985404492048585
1980-06-01,0.030907485127697597,0.008207541286850584,0.02783164195957338,0.03618134520987902,0.01497472823705382,0.03560343334064377,0.026643922472597236,0.02263654046107723,0.01741108800984186
1980-07-01,0.09155292167445313,0.10427661828932534,0.145348496991575,0.07419582790721757,0.0945381332238832,0.0771017219812824,0.05613953336984753,0.04559459422596105,0.035531047989558986
1980-08-01,0.02038232911389685,0.017215553043426122,0.057789313358154515,0.008275390840376401,-0.007290690281706834,0.008541312117501244,0.015440466000786239,-0.009985293278414513,-0.013060310148203937
1980-09-01,0.029287777056122212,0.04271678773332539,0.06378007075022205,0.041332851723032825,0.011457661094227873,0.006948487129837994,0.024331864443535675,0.008168453031444142,-0.010837693963670923
1980-10-01,0.011968863185144821,0.007607713190598253,-0.00035884914519560517,0.0014924118161904233,-0.009624350071337336,-0.02592155330756555,0.039302205357271434,-0.005050231941707469,-0.02454271784635261
1980-11-01,0.14410460145915457,0.04734416307444595,0.050195328932111996,0.15512258191724723,0.07345765424239999,0.036850774028156806,0.15420101286435614,0.030713217075778232,0.008611428444100943
1980-12-01,-0.0586762288637339,-0.027854387198430586,-0.019120257272959785,-0.04963703273619032,-0.017640645530681155,-0.006299187067282332,-0.07773496711916128,0.027333654041143116,0.049025733459112965
1981-01-01,-0.08267458088291371,-0.033470621127028546,-0.03216989630344041,-0.0834965688116161,-0.009905150374809968,-0.0017519821819166944,-0.07516875550472504,0.028590647632262593,-0.006047903516581715
1981-02-01,0.0023715245231053193,0.01235084362251748,0.05167688739898621,0.003391491872224062,0.03857179170782108,0.02602583378180475,0.009883756251464497,0.020370053417996067,0.03618730417761222
1981-03-01,0.051667747906143965,0.22524922542083625,0.0752965925266487,0.027326498552222946,0.060687818898991164,0.08099856177419747,-0.02320220555916317,0.04022472822791161,0.053231707952353643
1981-04-01,-0.04146098265113056,0.0022015956627047945,-0.018469928123389535,-0.03153084126832572,-0.009774558367222741,-0.0024639634932856515,-0.05694642461280869,0.0177796073819717,-0.0037426005934350004
1981-05-01,0.0019433916566353147,0.0025983455441723445,0.03942273731028656,0.005641251404495718,-0.020054062014263244,0.0072934727758800985,-0.03642808342912246,0.034206750051690965,0.024890449555467476
1981-06-01,-0.0322486300404494,-0.01927372523649007,-0.016055336460042206,-0.023735812248686025,-0.017028354959306657,-0.027731614684525598,0.001361863500385788,-0.014640043906490645,-0.009971361982923125
1981-07-01,0.040873517546194386,-0.02681284825125846,-0.04570792170056791,0.027637317169220077,-0.05966280243470287,-0.04489593179046297,0.016453249347984186,-0.02524501070574268,-0.04517281717155362
1981-08-01,-0.08045437855203882,-0.10253816662511615,-0.09128638159666419,-0.07811302997604803,-0.07461733061932746,-0.06592462708322765,-0.06391848340112836,-0.03286499867708217,-0.06507741340869212
1981-09-01,-0.07934686404690355,-0.06705879343753886,-0.08197590062919353,-0.08889544399413118,-0.06984355412879015,-0.04790500624123877,-0.07955398168272816,0.003861026760336868,-0.02148931599343036
1981-10-01,0.14821940310054485,0.03813968479133248,0.054169931627737825,0.07749665936212945,0.016223567318999127,0.025253336493642357,0.02479578896662639,0.04465996163993065,0.024687716566952768
1981-11-01,0.03568298686129793,0.048277249359169806,0.04065686056028247,0.03241149366309396,0.054979618986540704,0.02773737764629723,0.054454935034445734,0.023822179329759614,0.010488765008087668
1981-12-01,-0.04603386594597139,-0.03909770623026171,-0.04077022332856255,-0.04575865019759835,-0.013454494788723213,-0.029197388087575053,-0.02902048088283321,-0.03598865124260437,-0.025939378237013113
1982-01-01,-0.049649435263580725,-0.03272359458520342,-0.05600748267730645,-0.042914781903258335,-0.04412972438586217,-0.015315320876128346,-0.005486848338083898,0.006545970418224786,0.01566447007780819
1982-02-01,-0.12235107491934671,-0.04382391038400769,-0.03178457065641071,-0.08845652061106354,-0.031578688006596016,-0.00524564595146015,-0.05307759860918022,-0.03291677483714475,-0.020525556613896292
1982-03-01,-0.05381666510385262,-0.044003115880332025,-0.017882955281914133,-0.026883853449752144,-0.013414992766002757,-0.01599284513520935,-0.012299732171390146,0.011318373725463945,0.04656582722615031
1982-04-01,0.06765605217238334,0.04362305624138646,0.04669465642595469,0.038221127137585,0.027083653836505496,0.05135124307806405,0.028563886731685077,0.01076931469594382,0.025842084479253867
1982-05-01,-0.049864685718534245,-0.08204080057745038,-0.0656354923052114,-0.04207711724546562,-0.05622544860506403,-0.053878590287561416,-0.01316350008916585,-0.024082661806839795,-0.03933860219777665
